additional_underlyings,cfi,contract_type,correction,exercise_style,expiration_date,primary_exchange,shares_per_contract,strike_price,ticker,underlying_ticker
,OPASPS,put,,american,2025-10-03,BATO,100,25,O:AA251003P00025000,AA
,OPASPS,put,,american,2025-10-03,BATO,100,26,O:AA251003P00026000,AA
,OPASPS,put,,american,2025-10-03,BATO,100,27,O:AA251003P00027000,AA
,OPASPS,put,,american,2025-10-03,BATO,100,28,O:AA251003P00028000,AA
,OPASPS,put,,american,2025-10-03,BATO,100,29,O:AA251003P00029000,AA
,OPASPS,put,,american,2025-10-03,BATO,100,30,O:AA251003P00030000,AA
,OPASPS,put,,american,2025-10-03,BATO,100,31,O:AA251003P00031000,AA
,OPASPS,put,,american,2025-10-03,BATO,100,32,O:AA251003P00032000,AA
,OPASPS,put,,american,2025-10-03,BATO,100,33,O:AA251003P00033000,AA
,OPASPS,put,,american,2025-10-03,BATO,100,34,O:AA251003P00034000,AA
,OPASPS,put,,american,2025-10-03,BATO,100,35,O:AA251003P00035000,AA
,OPASPS,put,,american,2025-10-03,BATO,100,36,O:AA251003P00036000,AA
,OPASPS,put,,american,2025-10-03,BATO,100,37,O:AA251003P00037000,AA
,OPASPS,put,,american,2025-10-03,BATO,100,38,O:AA251003P00038000,AA
,OPASPS,put,,american,2025-10-03,BATO,100,39,O:AA251003P00039000,AA
,OPASPS,put,,american,2025-10-03,BATO,100,40,O:AA251003P00040000,AA
,OPASPS,put,,american,2025-10-03,BATO,100,41,O:AA251003P00041000,AA
,OPASPS,put,,american,2025-10-03,BATO,100,42,O:AA251003P00042000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,20,O:AA251010C00020000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,21,O:AA251010C00021000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,22,O:AA251010C00022000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,23,O:AA251010C00023000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,24,O:AA251010C00024000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,25,O:AA251010C00025000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,26,O:AA251010C00026000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,27,O:AA251010C00027000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,28,O:AA251010C00028000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,29,O:AA251010C00029000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,30,O:AA251010C00030000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,31,O:AA251010C00031000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,32,O:AA251010C00032000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,33,O:AA251010C00033000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,34,O:AA251010C00034000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,35,O:AA251010C00035000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,36,O:AA251010C00036000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,37,O:AA251010C00037000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,38,O:AA251010C00038000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,39,O:AA251010C00039000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,40,O:AA251010C00040000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,41,O:AA251010C00041000,AA
,OCASPS,call,,american,2025-10-10,BATO,100,42,O:AA251010C00042000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,20,O:AA251010P00020000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,21,O:AA251010P00021000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,22,O:AA251010P00022000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,23,O:AA251010P00023000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,24,O:AA251010P00024000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,25,O:AA251010P00025000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,26,O:AA251010P00026000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,27,O:AA251010P00027000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,28,O:AA251010P00028000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,29,O:AA251010P00029000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,30,O:AA251010P00030000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,31,O:AA251010P00031000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,32,O:AA251010P00032000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,33,O:AA251010P00033000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,34,O:AA251010P00034000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,35,O:AA251010P00035000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,36,O:AA251010P00036000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,37,O:AA251010P00037000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,38,O:AA251010P00038000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,39,O:AA251010P00039000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,40,O:AA251010P00040000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,41,O:AA251010P00041000,AA
,OPASPS,put,,american,2025-10-10,BATO,100,42,O:AA251010P00042000,AA
,OCASPS,call,,american,2025-10-17,BATO,100,12.5,O:AA251017C00012500,AA
,OCASPS,call,,american,2025-10-17,BATO,100,15,O:AA251017C00015000,AA
,OCASPS,call,,american,2025-10-17,BATO,100,17.5,O:AA251017C00017500,AA
,OCASPS,call,,american,2025-10-17,BATO,100,20,O:AA251017C00020000,AA
,OCASPS,call,,american,2025-10-17,BATO,100,22.5,O:AA251017C00022500,AA
,OCASPS,call,,american,2025-10-17,BATO,100,25,O:AA251017C00025000,AA
,OCASPS,call,,american,2025-10-17,BATO,100,30,O:AA251017C00030000,AA
,OCASPS,call,,american,2025-10-17,BATO,100,35,O:AA251017C00035000,AA
,OCASPS,call,,american,2025-10-17,BATO,100,40,O:AA251017C00040000,AA
,OCASPS,call,,american,2025-10-17,BATO,100,45,O:AA251017C00045000,AA
,OCASPS,call,,american,2025-10-17,BATO,100,50,O:AA251017C00050000,AA
,OCASPS,call,,american,2025-10-17,BATO,100,55,O:AA251017C00055000,AA
,OPASPS,put,,american,2025-10-17,BATO,100,12.5,O:AA251017P00012500,AA
,OPASPS,put,,american,2025-10-17,BATO,100,15,O:AA251017P00015000,AA
,OPASPS,put,,american,2025-10-17,BATO,100,17.5,O:AA251017P00017500,AA
,OPASPS,put,,american,2025-10-17,BATO,100,20,O:AA251017P00020000,AA
,OPASPS,put,,american,2025-10-17,BATO,100,22.5,O:AA251017P00022500,AA
,OPASPS,put,,american,2025-10-17,BATO,100,25,O:AA251017P00025000,AA
,OPASPS,put,,american,2025-10-17,BATO,100,30,O:AA251017P00030000,AA
,OPASPS,put,,american,2025-10-17,BATO,100,35,O:AA251017P00035000,AA
,OPASPS,put,,american,2025-10-17,BATO,100,40,O:AA251017P00040000,AA
,OPASPS,put,,american,2025-10-17,BATO,100,45,O:AA251017P00045000,AA
,OPASPS,put,,american,2025-10-17,BATO,100,50,O:AA251017P00050000,AA
,OPASPS,put,,american,2025-10-17,BATO,100,55,O:AA251017P00055000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,20,O:AA251024C00020000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,21,O:AA251024C00021000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,22,O:AA251024C00022000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,23,O:AA251024C00023000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,24,O:AA251024C00024000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,25,O:AA251024C00025000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,26,O:AA251024C00026000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,27,O:AA251024C00027000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,28,O:AA251024C00028000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,29,O:AA251024C00029000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,30,O:AA251024C00030000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,31,O:AA251024C00031000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,32,O:AA251024C00032000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,33,O:AA251024C00033000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,34,O:AA251024C00034000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,35,O:AA251024C00035000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,36,O:AA251024C00036000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,37,O:AA251024C00037000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,38,O:AA251024C00038000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,39,O:AA251024C00039000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,40,O:AA251024C00040000,AA
,OCASPS,call,,american,2025-10-24,BATO,100,41,O:AA251024C00041000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,20,O:AA251024P00020000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,21,O:AA251024P00021000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,22,O:AA251024P00022000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,23,O:AA251024P00023000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,24,O:AA251024P00024000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,25,O:AA251024P00025000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,26,O:AA251024P00026000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,27,O:AA251024P00027000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,28,O:AA251024P00028000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,29,O:AA251024P00029000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,30,O:AA251024P00030000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,31,O:AA251024P00031000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,32,O:AA251024P00032000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,33,O:AA251024P00033000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,34,O:AA251024P00034000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,35,O:AA251024P00035000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,36,O:AA251024P00036000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,37,O:AA251024P00037000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,38,O:AA251024P00038000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,39,O:AA251024P00039000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,40,O:AA251024P00040000,AA
,OPASPS,put,,american,2025-10-24,BATO,100,41,O:AA251024P00041000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,21,O:AA251031C00021000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,22,O:AA251031C00022000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,23,O:AA251031C00023000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,24,O:AA251031C00024000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,25,O:AA251031C00025000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,26,O:AA251031C00026000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,27,O:AA251031C00027000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,28,O:AA251031C00028000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,29,O:AA251031C00029000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,30,O:AA251031C00030000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,31,O:AA251031C00031000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,32,O:AA251031C00032000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,33,O:AA251031C00033000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,34,O:AA251031C00034000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,35,O:AA251031C00035000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,36,O:AA251031C00036000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,37,O:AA251031C00037000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,38,O:AA251031C00038000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,39,O:AA251031C00039000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,40,O:AA251031C00040000,AA
,OCASPS,call,,american,2025-10-31,BATO,100,41,O:AA251031C00041000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,21,O:AA251031P00021000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,22,O:AA251031P00022000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,23,O:AA251031P00023000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,24,O:AA251031P00024000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,25,O:AA251031P00025000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,26,O:AA251031P00026000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,27,O:AA251031P00027000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,28,O:AA251031P00028000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,29,O:AA251031P00029000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,30,O:AA251031P00030000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,31,O:AA251031P00031000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,32,O:AA251031P00032000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,33,O:AA251031P00033000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,34,O:AA251031P00034000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,35,O:AA251031P00035000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,36,O:AA251031P00036000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,37,O:AA251031P00037000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,38,O:AA251031P00038000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,39,O:AA251031P00039000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,40,O:AA251031P00040000,AA
,OPASPS,put,,american,2025-10-31,BATO,100,41,O:AA251031P00041000,AA
,OCASPS,call,,american,2025-11-21,BATO,100,17.5,O:AA251121C00017500,AA
,OCASPS,call,,american,2025-11-21,BATO,100,20,O:AA251121C00020000,AA
,OCASPS,call,,american,2025-11-21,BATO,100,22.5,O:AA251121C00022500,AA
,OCASPS,call,,american,2025-11-21,BATO,100,25,O:AA251121C00025000,AA
,OCASPS,call,,american,2025-11-21,BATO,100,30,O:AA251121C00030000,AA
,OCASPS,call,,american,2025-11-21,BATO,100,35,O:AA251121C00035000,AA
,OCASPS,call,,american,2025-11-21,BATO,100,40,O:AA251121C00040000,AA
,OCASPS,call,,american,2025-11-21,BATO,100,45,O:AA251121C00045000,AA
,OPASPS,put,,american,2025-11-21,BATO,100,17.5,O:AA251121P00017500,AA
,OPASPS,put,,american,2025-11-21,BATO,100,20,O:AA251121P00020000,AA
,OPASPS,put,,american,2025-11-21,BATO,100,22.5,O:AA251121P00022500,AA
,OPASPS,put,,american,2025-11-21,BATO,100,25,O:AA251121P00025000,AA
,OPASPS,put,,american,2025-11-21,BATO,100,30,O:AA251121P00030000,AA
,OPASPS,put,,american,2025-11-21,BATO,100,35,O:AA251121P00035000,AA
,OPASPS,put,,american,2025-11-21,BATO,100,40,O:AA251121P00040000,AA
,OPASPS,put,,american,2025-11-21,BATO,100,45,O:AA251121P00045000,AA
,OCASPS,call,,american,2026-01-16,BATO,100,12.5,O:AA260116C00012500,AA
,OCASPS,call,,american,2026-01-16,BATO,100,15,O:AA260116C00015000,AA
,OCASPS,call,,american,2026-01-16,BATO,100,17.5,O:AA260116C00017500,AA
,OCASPS,call,,american,2026-01-16,BATO,100,20,O:AA260116C00020000,AA
,OCASPS,call,,american,2026-01-16,BATO,100,22.5,O:AA260116C00022500,AA
,OCASPS,call,,american,2026-01-16,BATO,100,25,O:AA260116C00025000,AA
,OCASPS,call,,american,2026-01-16,BATO,100,30,O:AA260116C00030000,AA
,OCASPS,call,,american,2026-01-16,BATO,100,35,O:AA260116C00035000,AA
,OCASPS,call,,american,2026-01-16,BATO,100,40,O:AA260116C00040000,AA
,OCASPS,call,,american,2026-01-16,BATO,100,45,O:AA260116C00045000,AA
,OCASPS,call,,american,2026-01-16,BATO,100,50,O:AA260116C00050000,AA
,OCASPS,call,,american,2026-01-16,BATO,100,55,O:AA260116C00055000,AA
,OCASPS,call,,american,2026-01-16,BATO,100,60,O:AA260116C00060000,AA
,OCASPS,call,,american,2026-01-16,BATO,100,65,O:AA260116C00065000,AA
,OPASPS,put,,american,2026-01-16,BATO,100,12.5,O:AA260116P00012500,AA
,OPASPS,put,,american,2026-01-16,BATO,100,15,O:AA260116P00015000,AA
,OPASPS,put,,american,2026-01-16,BATO,100,17.5,O:AA260116P00017500,AA
,OPASPS,put,,american,2026-01-16,BATO,100,20,O:AA260116P00020000,AA
,OPASPS,put,,american,2026-01-16,BATO,100,22.5,O:AA260116P00022500,AA
,OPASPS,put,,american,2026-01-16,BATO,100,25,O:AA260116P00025000,AA
,OPASPS,put,,american,2026-01-16,BATO,100,30,O:AA260116P00030000,AA
,OPASPS,put,,american,2026-01-16,BATO,100,35,O:AA260116P00035000,AA
,OPASPS,put,,american,2026-01-16,BATO,100,40,O:AA260116P00040000,AA
,OPASPS,put,,american,2026-01-16,BATO,100,45,O:AA260116P00045000,AA
,OPASPS,put,,american,2026-01-16,BATO,100,50,O:AA260116P00050000,AA
,OPASPS,put,,american,2026-01-16,BATO,100,55,O:AA260116P00055000,AA
,OPASPS,put,,american,2026-01-16,BATO,100,60,O:AA260116P00060000,AA
,OPASPS,put,,american,2026-01-16,BATO,100,65,O:AA260116P00065000,AA
,OCASPS,call,,american,2026-03-20,BATO,100,12.5,O:AA260320C00012500,AA
,OCASPS,call,,american,2026-03-20,BATO,100,15,O:AA260320C00015000,AA
,OCASPS,call,,american,2026-03-20,BATO,100,17.5,O:AA260320C00017500,AA
,OCASPS,call,,american,2026-03-20,BATO,100,20,O:AA260320C00020000,AA
,OCASPS,call,,american,2026-03-20,BATO,100,22.5,O:AA260320C00022500,AA
,OCASPS,call,,american,2026-03-20,BATO,100,25,O:AA260320C00025000,AA
,OCASPS,call,,american,2026-03-20,BATO,100,30,O:AA260320C00030000,AA
,OCASPS,call,,american,2026-03-20,BATO,100,35,O:AA260320C00035000,AA
,OCASPS,call,,american,2026-03-20,BATO,100,40,O:AA260320C00040000,AA
,OCASPS,call,,american,2026-03-20,BATO,100,45,O:AA260320C00045000,AA
,OCASPS,call,,american,2026-03-20,BATO,100,50,O:AA260320C00050000,AA
,OCASPS,call,,american,2026-03-20,BATO,100,55,O:AA260320C00055000,AA
,OPASPS,put,,american,2026-03-20,BATO,100,12.5,O:AA260320P00012500,AA
,OPASPS,put,,american,2026-03-20,BATO,100,15,O:AA260320P00015000,AA
,OPASPS,put,,american,2026-03-20,BATO,100,17.5,O:AA260320P00017500,AA
,OPASPS,put,,american,2026-03-20,BATO,100,20,O:AA260320P00020000,AA
,OPASPS,put,,american,2026-03-20,BATO,100,22.5,O:AA260320P00022500,AA
,OPASPS,put,,american,2026-03-20,BATO,100,25,O:AA260320P00025000,AA
,OPASPS,put,,american,2026-03-20,BATO,100,30,O:AA260320P00030000,AA
,OPASPS,put,,american,2026-03-20,BATO,100,35,O:AA260320P00035000,AA
,OPASPS,put,,american,2026-03-20,BATO,100,40,O:AA260320P00040000,AA
,OPASPS,put,,american,2026-03-20,BATO,100,45,O:AA260320P00045000,AA
,OPASPS,put,,american,2026-03-20,BATO,100,50,O:AA260320P00050000,AA
,OPASPS,put,,american,2026-03-20,BATO,100,55,O:AA260320P00055000,AA
,OCASPS,call,,american,2026-04-17,BATO,100,15,O:AA260417C00015000,AA
,OCASPS,call,,american,2026-04-17,BATO,100,17.5,O:AA260417C00017500,AA
,OCASPS,call,,american,2026-04-17,BATO,100,20,O:AA260417C00020000,AA
,OCASPS,call,,american,2026-04-17,BATO,100,22.5,O:AA260417C00022500,AA
,OCASPS,call,,american,2026-04-17,BATO,100,25,O:AA260417C00025000,AA
,OCASPS,call,,american,2026-04-17,BATO,100,30,O:AA260417C00030000,AA
,OCASPS,call,,american,2026-04-17,BATO,100,35,O:AA260417C00035000,AA
,OCASPS,call,,american,2026-04-17,BATO,100,40,O:AA260417C00040000,AA
,OCASPS,call,,american,2026-04-17,BATO,100,45,O:AA260417C00045000,AA
,OPASPS,put,,american,2026-04-17,BATO,100,15,O:AA260417P00015000,AA
,OPASPS,put,,american,2026-04-17,BATO,100,17.5,O:AA260417P00017500,AA
,OPASPS,put,,american,2026-04-17,BATO,100,20,O:AA260417P00020000,AA
,OPASPS,put,,american,2026-04-17,BATO,100,22.5,O:AA260417P00022500,AA
,OPASPS,put,,american,2026-04-17,BATO,100,25,O:AA260417P00025000,AA
,OPASPS,put,,american,2026-04-17,BATO,100,30,O:AA260417P00030000,AA
,OPASPS,put,,american,2026-04-17,BATO,100,35,O:AA260417P00035000,AA
,OPASPS,put,,american,2026-04-17,BATO,100,40,O:AA260417P00040000,AA
,OPASPS,put,,american,2026-04-17,BATO,100,45,O:AA260417P00045000,AA
,OCASPS,call,,american,2026-06-18,BATO,100,12.5,O:AA260618C00012500,AA
,OCASPS,call,,american,2026-06-18,BATO,100,15,O:AA260618C00015000,AA
,OCASPS,call,,american,2026-06-18,BATO,100,17.5,O:AA260618C00017500,AA
,OCASPS,call,,american,2026-06-18,BATO,100,20,O:AA260618C00020000,AA
,OCASPS,call,,american,2026-06-18,BATO,100,22.5,O:AA260618C00022500,AA
,OCASPS,call,,american,2026-06-18,BATO,100,25,O:AA260618C00025000,AA
,OCASPS,call,,american,2026-06-18,BATO,100,30,O:AA260618C00030000,AA
,OCASPS,call,,american,2026-06-18,BATO,100,35,O:AA260618C00035000,AA
,OCASPS,call,,american,2026-06-18,BATO,100,40,O:AA260618C00040000,AA
,OCASPS,call,,american,2026-06-18,BATO,100,45,O:AA260618C00045000,AA
,OCASPS,call,,american,2026-06-18,BATO,100,50,O:AA260618C00050000,AA
,OPASPS,put,,american,2026-06-18,BATO,100,12.5,O:AA260618P00012500,AA
,OPASPS,put,,american,2026-06-18,BATO,100,15,O:AA260618P00015000,AA
,OPASPS,put,,american,2026-06-18,BATO,100,17.5,O:AA260618P00017500,AA
,OPASPS,put,,american,2026-06-18,BATO,100,20,O:AA260618P00020000,AA
,OPASPS,put,,american,2026-06-18,BATO,100,22.5,O:AA260618P00022500,AA
,OPASPS,put,,american,2026-06-18,BATO,100,25,O:AA260618P00025000,AA
,OPASPS,put,,american,2026-06-18,BATO,100,30,O:AA260618P00030000,AA
,OPASPS,put,,american,2026-06-18,BATO,100,35,O:AA260618P00035000,AA
,OPASPS,put,,american,2026-06-18,BATO,100,40,O:AA260618P00040000,AA
,OPASPS,put,,american,2026-06-18,BATO,100,45,O:AA260618P00045000,AA
,OPASPS,put,,american,2026-06-18,BATO,100,50,O:AA260618P00050000,AA
,OCASPS,call,,american,2026-09-18,BATO,100,15,O:AA260918C00015000,AA
,OCASPS,call,,american,2026-09-18,BATO,100,17.5,O:AA260918C00017500,AA
,OCASPS,call,,american,2026-09-18,BATO,100,20,O:AA260918C00020000,AA
,OCASPS,call,,american,2026-09-18,BATO,100,22.5,O:AA260918C00022500,AA
,OCASPS,call,,american,2026-09-18,BATO,100,25,O:AA260918C00025000,AA
,OCASPS,call,,american,2026-09-18,BATO,100,30,O:AA260918C00030000,AA
,OCASPS,call,,american,2026-09-18,BATO,100,35,O:AA260918C00035000,AA
,OCASPS,call,,american,2026-09-18,BATO,100,40,O:AA260918C00040000,AA
,OCASPS,call,,american,2026-09-18,BATO,100,45,O:AA260918C00045000,AA
,OPASPS,put,,american,2026-09-18,BATO,100,15,O:AA260918P00015000,AA
,OPASPS,put,,american,2026-09-18,BATO,100,17.5,O:AA260918P00017500,AA
,OPASPS,put,,american,2026-09-18,BATO,100,20,O:AA260918P00020000,AA
,OPASPS,put,,american,2026-09-18,BATO,100,22.5,O:AA260918P00022500,AA
,OPASPS,put,,american,2026-09-18,BATO,100,25,O:AA260918P00025000,AA
,OPASPS,put,,american,2026-09-18,BATO,100,30,O:AA260918P00030000,AA
,OPASPS,put,,american,2026-09-18,BATO,100,35,O:AA260918P00035000,AA
,OPASPS,put,,american,2026-09-18,BATO,100,40,O:AA260918P00040000,AA
,OPASPS,put,,american,2026-09-18,BATO,100,45,O:AA260918P00045000,AA
